<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.01	06:55:00	3977.82	3978.79	3977.59	3978.60	164	0	0
2026.07.01	06:56:00	3978.60	3979.24	3978.24	3979.10	171	0	0
2026.07.01	06:57:00	3979.10	3979.62	3979.01	3979.53	146	0	0
2026.07.01	06:58:00	3979.51	3980.25	3979.33	3980.12	156	0	0
2026.07.01	06:59:00	3980.11	3980.56	3980.06	3980.51	222	0	0
2026.07.01	07:00:00	3980.49	3981.07	3979.59	3979.60	289	0	0
2026.07.01	07:01:00	3979.60	3979.88	3977.73	3977.92	206	0	0
2026.07.01	07:02:00	3977.92	3978.38	3975.58	3975.80	259	0	0
2026.07.01	07:03:00	3975.80	3976.03	3975.05	3975.74	298	0	0
2026.07.01	07:04:00	3975.74	3976.16	3975.43	3975.90	185	0	0
2026.07.01	07:05:00	3975.84	3977.54	3975.44	3977.08	300	0	0
2026.07.01	07:06:00	3977.08	3977.17	3976.15	3976.23	200	0	0
2026.07.01	07:07:00	3976.23	3977.04	3976.03	3976.79	195	0	0
2026.07.01	07:08:00	3976.79	3977.09	3976.62	3976.62	165	0	4
2026.07.01	07:09:00	3976.62	3976.87	3975.52	3975.59	230	0	0
2026.07.01	07:10:00	3975.59	3975.68	3974.12	3974.33	309	0	0
2026.07.01	07:11:00	3974.33	3975.12	3974.33	3974.98	207	0	0
2026.07.01	07:12:00	3974.98	3975.94	3974.78	3975.94	236	0	0
2026.07.01	07:13:00	3975.94	3976.76	3975.52	3976.27	208	0	0
2026.07.01	07:14:00	3976.27	3976.50	3975.40	3976.33	170	0	0
2026.07.01	07:15:00	3976.32	3976.33	3975.62	3976.24	180	0	0
2026.07.01	07:16:00	3976.24	3976.88	3976.14	3976.29	186	0	0
2026.07.01	07:17:00	3976.28	3976.31	3974.37	3975.39	204	0	0
2026.07.01	07:18:00	3975.42	3975.54	3974.83	3975.40	194	0	0
2026.07.01	07:19:00	3975.40	3976.35	3975.35	3976.14	174	0	0
2026.07.01	07:20:00	3976.14	3976.25	3975.14	3976.02	181	0	0
2026.07.01	07:21:00	3976.02	3976.56	3975.61	3976.35	148	0	0
2026.07.01	07:22:00	3976.35	3976.63	3975.78	3976.44	214	0	0
2026.07.01	07:23:00	3976.44	3977.14	3975.98	3976.72	201	0	0
2026.07.01	07:24:00	3976.72	3977.14	3976.14	3976.79	192	0	0
2026.07.01	07:25:00	3976.79	3977.15	3976.29	3977.06	199	0	2
2026.07.01	07:26:00	3977.05	3977.83	3976.83	3977.71	192	0	0
2026.07.01	07:27:00	3977.71	3978.02	3977.14	3977.92	172	0	0
2026.07.01	07:28:00	3977.92	3978.03	3977.68	3977.72	197	0	3
2026.07.01	07:29:00	3977.73	3977.78	3976.97	3977.58	181	0	0
2026.07.01	07:30:00	3977.58	3978.65	3977.38	3978.55	415	0	0
2026.07.01	07:31:00	3978.55	3980.84	3978.53	3980.70	279	0	0
2026.07.01	07:32:00	3980.70	3980.70	3979.06	3979.63	207	0	0
2026.07.01	07:33:00	3979.63	3979.67	3977.75	3978.08	209	0	0
2026.07.01	07:34:00	3978.08	3978.62	3977.75	3977.78	152	0	0
2026.07.01	07:35:00	3977.78	3978.27	3977.47	3977.72	228	0	0
2026.07.01	07:36:00	3977.70	3977.70	3974.98	3975.72	242	0	0
2026.07.01	07:37:00	3975.72	3976.42	3975.31	3976.41	149	0	0
2026.07.01	07:38:00	3976.41	3976.56	3974.17	3974.61	231	0	0
2026.07.01	07:39:00	3974.61	3974.71	3973.88	3974.43	201	0	0
2026.07.01	07:40:00	3974.43	3974.63	3973.67	3974.59	177	0	0
2026.07.01	07:41:00	3974.59	3974.91	3973.54	3973.63	184	0	0
2026.07.01	07:42:00	3973.63	3974.05	3972.46	3973.99	310	0	0
2026.07.01	07:43:00	3973.99	3974.78	3973.98	3974.44	247	0	0
2026.07.01	07:44:00	3974.45	3974.90	3973.58	3974.61	216	0	0
2026.07.01	07:45:00	3974.60	3975.50	3974.36	3974.78	211	0	0
2026.07.01	07:46:00	3974.78	3976.25	3974.35	3975.61	244	0	0
2026.07.01	07:47:00	3975.61	3977.23	3975.21	3976.91	172	0	0
2026.07.01	07:48:00	3976.91	3979.15	3976.66	3979.01	229	0	0
2026.07.01	07:49:00	3979.01	3980.50	3978.15	3979.76	208	0	0
2026.07.01	07:50:00	3979.76	3980.83	3979.76	3980.13	179	0	0
2026.07.01	07:51:00	3980.13	3981.61	3980.13	3981.10	191	0	0
2026.07.01	07:52:00	3981.07	3981.23	3979.41	3979.50	173	0	0
2026.07.01	07:53:00	3979.50	3980.13	3979.11	3980.13	248	0	0
2026.07.01	07:54:00	3980.13	3980.76	3979.24	3980.72	186	0	0
2026.07.01	07:55:00	3980.72	3982.78	3980.67	3981.87	246	0	0
2026.07.01	07:56:00	3981.88	3982.58	3979.89	3979.96	269	0	0
2026.07.01	07:57:00	3979.96	3980.22	3978.30	3978.30	219	0	0
2026.07.01	07:58:00	3978.30	3978.69	3977.53	3978.21	226	0	0
2026.07.01	07:59:00	3978.21	3978.21	3976.63	3976.66	281	0	0
2026.07.01	08:00:00	3976.68	3976.68	3975.80	3976.16	289	0	0
2026.07.01	08:01:00	3976.14	3977.18	3975.50	3975.60	242	0	0
2026.07.01	08:02:00	3975.59	3975.91	3973.14	3973.29	250	0	0
2026.07.01	08:03:00	3973.29	3973.31	3971.97	3972.75	312	0	0
2026.07.01	08:04:00	3972.75	3973.73	3972.58	3973.58	268	0	0
2026.07.01	08:05:00	3973.58	3974.39	3973.34	3974.03	195	0	0
2026.07.01	08:06:00	3974.03	3974.81	3974.00	3974.06	227	0	0
2026.07.01	08:07:00	3974.06	3974.57	3973.09	3973.10	180	0	0
2026.07.01	08:08:00	3973.10	3974.84	3972.56	3974.84	223	0	0
2026.07.01	08:09:00	3974.84	3974.88	3973.30	3973.37	203	0	0
2026.07.01	08:10:00	3973.34	3973.44	3971.48	3972.23	232	0	0
2026.07.01	08:11:00	3972.23	3972.23	3971.00	3971.35	226	0	0
2026.07.01	08:12:00	3971.35	3971.35	3969.80	3970.41	303	0	0
2026.07.01	08:13:00	3970.41	3971.49	3970.40	3971.10	266	0	0
2026.07.01	08:14:00	3971.10	3972.08	3970.67	3971.93	326	0	0
2026.07.01	08:15:00	3971.94	3972.02	3970.34	3971.15	312	0	0
2026.07.01	08:16:00	3971.15	3971.55	3970.14	3970.63	239	0	0
2026.07.01	08:17:00	3970.57	3972.35	3970.24	3972.07	298	0	0
2026.07.01	08:18:00	3972.07	3972.50	3971.40	3971.63	243	0	0
2026.07.01	08:19:00	3971.63	3972.49	3971.59	3971.99	223	0	0
2026.07.01	08:20:00	3971.96	3973.57	3971.89	3973.16	212	0	0
2026.07.01	08:21:00	3973.16	3973.19	3972.22	3972.88	219	0	0
2026.07.01	08:22:00	3972.88	3973.58	3972.79	3973.36	226	0	0
2026.07.01	08:23:00	3973.36	3974.93	3973.31	3974.05	215	0	0
2026.07.01	08:24:00	3974.01	3975.38	3974.01	3974.59	270	0	0
2026.07.01	08:25:00	3974.59	3974.80	3972.92	3973.23	203	0	0
2026.07.01	08:26:00	3973.23	3974.03	3972.96	3972.97	139	0	0
2026.07.01	08:27:00	3972.97	3974.56	3972.60	3973.97	212	0	0
2026.07.01	08:28:00	3973.97	3974.61	3973.74	3974.37	158	0	0
2026.07.01	08:29:00	3974.37	3974.49	3972.78	3972.83	237	0	0
2026.07.01	08:30:00	3972.83	3973.75	3970.39	3973.61	511	0	0
2026.07.01	08:31:00	3973.63	3974.93	3972.31	3974.86	428	0	0
2026.07.01	08:32:00	3974.86	3978.95	3974.58	3977.99	444	0	0
2026.07.01	08:33:00	3977.99	3978.03	3976.61	3977.58	369	0	0
2026.07.01	08:34:00	3977.58	3977.58	3975.87	3977.12	386	0	0
2026.07.01	08:35:00	3977.12	3978.08	3975.54	3975.85	360	0	0
2026.07.01	08:36:00	3975.85	3977.18	3974.95	3975.52	441	0	0
2026.07.01	08:37:00	3975.48	3975.59	3973.73	3973.79	299	0	0
2026.07.01	08:38:00	3973.81	3977.16	3973.31	3977.15	289	0	0
2026.07.01	08:39:00	3977.15	3977.27	3974.82	3975.60	320	0	0
2026.07.01	08:40:00	3975.60	3975.60	3972.39	3974.03	331	0	0
2026.07.01	08:41:00	3974.03	3974.52	3971.88	3973.07	422	0	0
2026.07.01	08:42:00	3973.07	3974.96	3972.76	3974.84	388	0	0
2026.07.01	08:43:00	3974.85	3975.05	3973.75	3974.37	408	0	0
2026.07.01	08:44:00	3974.37	3975.33	3973.78	3974.71	317	0	0
2026.07.01	08:45:00	3974.71	3975.15	3973.64	3973.96	373	0	0
2026.07.01	08:46:00	3973.96	3976.42	3973.64	3976.31	353	0	0
2026.07.01	08:47:00	3976.31	3976.68	3974.08	3974.68	286	0	0
2026.07.01	08:48:00	3974.68	3975.08	3973.87	3974.49	267	0	0
2026.07.01	08:49:00	3974.49	3976.60	3974.48	3975.21	337	0	0
2026.07.01	08:50:00	3975.21	3976.21	3974.67	3975.54	281	0	0
2026.07.01	08:51:00	3975.54	3976.37	3975.26	3976.37	245	0	0
2026.07.01	08:52:00	3976.37	3977.46	3974.02	3974.70	296	0	0
2026.07.01	08:53:00	3974.70	3975.37	3974.35	3974.93	242	0	0
2026.07.01	08:54:00	3974.93	3975.43	3973.70	3974.62	320	0	0
2026.07.01	08:55:00	3974.64	3975.74	3974.05	3975.68	335	0	0
2026.07.01	08:56:00	3975.69	3977.44	3975.20	3976.85	309	0	0
2026.07.01	08:57:00	3976.84	3978.94	3976.72	3977.59	340	0	0
2026.07.01	08:58:00	3977.59	3977.59	3975.72	3975.88	288	0	0
2026.07.01	08:59:00	3975.90	3976.12	3973.82	3974.07	294	0	0
2026.07.01	09:00:00	3974.06	3975.81	3973.04	3975.76	457	0	0
2026.07.01	09:01:00	3975.76	3976.91	3974.49	3975.50	313	0	0
2026.07.01	09:02:00	3975.50	3977.56	3974.99	3976.63	332	0	0
2026.07.01	09:03:00	3976.62	3977.50	3975.42	3975.65	373	0	0
2026.07.01	09:04:00	3975.65	3976.34	3974.83	3974.91	287	0	0
2026.07.01	09:05:00	3974.91	3975.93	3969.97	3969.97	463	0	0
2026.07.01	09:06:00	3969.97	3972.16	3969.87	3970.00	327	0	0
2026.07.01	09:07:00	3970.00	3970.01	3964.54	3967.05	734	0	0
2026.07.01	09:08:00	3967.05	3968.56	3964.54	3966.05	417	0	0
2026.07.01	09:09:00	3966.05	3967.05	3964.89	3966.99	415	0	0
2026.07.01	09:10:00	3966.99	3967.02	3964.17	3966.43	526	0	0
2026.07.01	09:11:00	3966.56	3969.03	3966.43	3967.90	430	0	0
2026.07.01	09:12:00	3967.90	3967.90	3964.79	3966.05	400	0	0
2026.07.01	09:13:00	3966.04	3966.59	3963.53	3964.34	366	0	0
2026.07.01	09:14:00	3964.34	3965.73	3963.74	3965.25	368	0	0
2026.07.01	09:15:00	3965.25	3965.54	3963.93	3964.65	352	0	0
2026.07.01	09:16:00	3964.65	3966.30	3963.98	3964.85	394	0	0
2026.07.01	09:17:00	3964.85	3965.03	3963.21	3963.54	349	0	0
2026.07.01	09:18:00	3963.54	3964.95	3963.37	3964.14	309	0	0
2026.07.01	09:19:00	3964.14	3966.83	3963.93	3966.58	319	0	0
2026.07.01	09:20:00	3966.58	3968.21	3966.04	3968.17	365	0	0
2026.07.01	09:21:00	3968.17	3969.74	3968.04	3968.34	552	0	0
2026.07.01	09:22:00	3968.37	3969.56	3966.69	3969.39	434	0	0
2026.07.01	09:23:00	3969.39	3969.78	3968.37	3969.47	271	0	0
2026.07.01	09:24:00	3969.47	3969.64	3968.01	3969.44	290	0	0
2026.07.01	09:25:00	3969.46	3969.88	3967.80	3967.92	302	0	0
2026.07.01	09:26:00	3967.92	3968.52	3967.53	3967.88	286	0	0
2026.07.01	09:27:00	3967.88	3968.65	3967.74	3967.85	267	0	0
2026.07.01	09:28:00	3967.85	3968.99	3967.34	3968.45	354	0	0
2026.07.01	09:29:00	3968.44	3968.62	3967.31	3967.50	250	0	0
2026.07.01	09:30:00	3967.56	3968.70	3966.66	3966.66	311	0	0
2026.07.01	09:31:00	3966.66	3966.87	3965.16	3965.60	357	0	0
2026.07.01	09:32:00	3965.60	3966.13	3963.69	3963.75	267	0	0
2026.07.01	09:33:00	3963.72	3966.65	3963.34	3964.18	370	0	0
2026.07.01	09:34:00	3964.18	3965.86	3964.18	3964.95	315	0	0
2026.07.01	09:35:00	3964.95	3965.48	3964.07	3965.22	290	0	0
2026.07.01	09:36:00	3965.22	3967.52	3965.17	3966.30	274	0	0
2026.07.01	09:37:00	3966.30	3967.39	3966.27	3967.05	246	0	0
2026.07.01	09:38:00	3967.05	3967.94	3966.50	3967.45	308	0	0
2026.07.01	09:39:00	3967.45	3967.96	3966.96	3967.59	247	0	0
2026.07.01	09:40:00	3967.59	3968.67	3967.41	3968.12	309	0	0
2026.07.01	09:41:00	3968.12	3969.00	3967.46	3968.87	361	0	0
2026.07.01	09:42:00	3968.87	3970.50	3968.22	3970.46	276	0	0
2026.07.01	09:43:00	3970.46	3973.71	3970.46	3972.41	395	0	0
2026.07.01	09:44:00	3972.41	3972.94	3971.06	3971.83	329	0	0
2026.07.01	09:45:00	3971.83	3971.97	3969.09	3971.47	315	0	0
2026.07.01	09:46:00	3971.47	3972.24	3970.39	3971.93	261	0	0
2026.07.01	09:47:00	3971.93	3972.49	3971.38	3971.97	206	0	0
2026.07.01	09:48:00	3971.99	3972.66	3971.87	3972.14	219	0	0
2026.07.01	09:49:00	3972.05	3972.05	3969.85	3970.02	332	0	0
2026.07.01	09:50:00	3970.02	3970.66	3969.06	3969.64	273	0	0
2026.07.01	09:51:00	3969.64	3971.33	3969.62	3971.24	244	0	0
2026.07.01	09:52:00	3971.24	3971.53	3970.47	3971.04	236	0	0
2026.07.01	09:53:00	3971.04	3973.79	3970.97	3973.47	298	0	0
2026.07.01	09:54:00	3973.47	3973.57	3972.47	3973.24	225	0	0
2026.07.01	09:55:00	3973.24	3973.24	3972.06	3972.62	203	0	0
2026.07.01	09:56:00	3972.62	3972.79	3971.87	3971.87	204	0	0
2026.07.01	09:57:00	3971.87	3972.47	3971.03	3972.47	221	0	0
2026.07.01	09:58:00	3972.47	3972.72	3971.42	3971.70	301	0	0
2026.07.01	09:59:00	3971.70	3972.02	3970.74	3971.90	316	0	0
2026.07.01	10:00:00	3971.90	3973.85	3970.25	3970.64	362	0	0
2026.07.01	10:01:00	3970.64	3971.11	3969.84	3970.08	323	0	0
2026.07.01	10:02:00	3969.94	3970.51	3966.58	3966.73	363	0	0
2026.07.01	10:03:00	3966.73	3967.72	3965.51	3965.69	294	0	0
2026.07.01	10:04:00	3965.69	3967.14	3965.69	3966.55	305	0	0
2026.07.01	10:05:00	3966.52	3966.61	3964.49	3965.03	340	0	0
2026.07.01	10:06:00	3965.03	3965.74	3964.08	3965.25	318	0	0
2026.07.01	10:07:00	3965.25	3965.66	3961.53	3961.83	393	0	0
2026.07.01	10:08:00	3961.83	3963.18	3960.16	3962.07	410	0	0
2026.07.01	10:09:00	3962.07	3966.32	3962.07	3964.36	351	0	0
2026.07.01	10:10:00	3964.36	3964.36	3961.61	3962.75	347	0	0
2026.07.01	10:11:00	3962.73	3963.52	3960.81	3963.43	361	0	0
2026.07.01	10:12:00	3963.43	3964.61	3962.88	3963.68	315	0	0
2026.07.01	10:13:00	3963.65	3963.70	3960.82	3961.05	363	0	0
2026.07.01	10:14:00	3961.05	3962.17	3960.87	3961.57	333	0	0
2026.07.01	10:15:00	3961.57	3962.32	3959.93	3962.10	357	0	0
2026.07.01	10:16:00	3962.08	3964.23	3961.91	3963.80	359	0	0
2026.07.01	10:17:00	3963.80	3964.23	3962.78	3963.77	321	0	0
2026.07.01	10:18:00	3963.77	3966.97	3962.90	3966.89	366	0	0
2026.07.01	10:19:00	3966.89	3970.96	3966.00	3970.34	414	0	0
2026.07.01	10:20:00	3970.34	3972.12	3969.10	3969.24	431	0	0
2026.07.01	10:21:00	3969.24	3969.68	3968.50	3969.34	320	0	0
2026.07.01	10:22:00	3969.34	3970.36	3968.39	3968.42	252	0	0
2026.07.01	10:23:00	3968.42	3969.09	3968.15	3968.76	251	0	0
2026.07.01	10:24:00	3968.76	3969.52	3967.46	3967.82	242	0	0
2026.07.01	10:25:00	3967.82	3968.64	3967.27	3968.38	332	0	0
2026.07.01	10:26:00	3968.38	3969.41	3967.92	3968.37	295	0	0
2026.07.01	10:27:00	3968.37	3970.81	3968.37	3970.81	250	0	0
2026.07.01	10:28:00	3970.81	3970.81	3967.59	3967.62	261	0	0
2026.07.01	10:29:00	3967.62	3968.01	3964.04	3964.34	292	0	0
2026.07.01	10:30:00	3964.34	3965.08	3962.33	3962.81	271	0	0
2026.07.01	10:31:00	3962.83	3964.59	3962.63	3964.58	314	0	0
2026.07.01	10:32:00	3964.58	3965.01	3962.64	3962.65	408	0	0
2026.07.01	10:33:00	3962.65	3962.95	3960.92	3962.82	348	0	0
2026.07.01	10:34:00	3962.82	3963.99	3961.40	3963.23	467	0	0
2026.07.01	10:35:00	3963.23	3965.78	3963.20	3965.78	271	0	0
2026.07.01	10:36:00	3965.78	3968.70	3965.11	3967.96	304	0	0
2026.07.01	10:37:00	3967.95	3968.49	3967.01	3968.05	324	0	0
2026.07.01	10:38:00	3968.06	3968.60	3967.36	3968.09	250	0	0
2026.07.01	10:39:00	3968.09	3969.67	3967.70	3968.99	295	0	0
2026.07.01	10:40:00	3968.97	3969.56	3968.41	3968.50	301	0	0
2026.07.01	10:41:00	3968.50	3969.81	3968.37	3969.73	243	0	0
2026.07.01	10:42:00	3969.73	3970.80	3969.24	3969.72	303	0	0
2026.07.01	10:43:00	3969.72	3970.21	3968.75	3969.27	306	0	0
2026.07.01	10:44:00	3969.27	3971.20	3969.27	3971.10	333	0	0
2026.07.01	10:45:00	3971.10	3972.94	3969.91	3970.47	551	0	0
2026.07.01	10:46:00	3970.47	3970.88	3969.64	3970.42	260	0	0
2026.07.01	10:47:00	3970.42	3970.57	3969.24	3969.78	327	0	0
2026.07.01	10:48:00	3969.78	3971.38	3968.94	3970.04	451	0	0
2026.07.01	10:49:00	3970.04	3971.40	3969.18	3971.01	313	0	0
2026.07.01	10:50:00	3971.01	3974.90	3970.75	3972.98	321	0	0
2026.07.01	10:51:00	3972.98	3973.42	3972.24	3972.90	253	0	0
2026.07.01	10:52:00	3972.90	3973.56	3971.40	3973.20	327	0	0
2026.07.01	10:53:00	3973.20	3973.72	3972.08	3972.52	286	0	0
2026.07.01	10:54:00	3972.52	3973.28	3970.92	3971.42	266	0	0
2026.07.01	10:55:00	3971.42	3973.94	3971.10	3973.43	276	0	0
2026.07.01	10:56:00	3973.43	3975.01	3973.32	3974.76	275	0	0
2026.07.01	10:57:00	3974.76	3978.14	3974.76	3977.95	388	0	0
2026.07.01	10:58:00	3977.95	3978.47	3975.03	3975.86	314	0	0
2026.07.01	10:59:00	3975.86	3976.52	3975.48	3976.13	247	0	0
2026.07.01	11:00:00	3976.12	3976.36	3972.73	3972.97	375	0	0
2026.07.01	11:01:00	3972.97	3973.45	3972.14	3972.32	358	0	0
2026.07.01	11:02:00	3972.33	3972.75	3970.66	3971.15	307	0	0
2026.07.01	11:03:00	3971.15	3972.57	3970.64	3970.82	282	0	0
2026.07.01	11:04:00	3970.82	3972.39	3970.82	3971.72	305	0	0
2026.07.01	11:05:00	3971.72	3972.62	3970.74	3971.83	260	0	0
2026.07.01	11:06:00	3971.83	3973.06	3971.57	3972.46	256	0	0
2026.07.01	11:07:00	3972.46	3972.46	3970.39	3971.17	287	0	0
2026.07.01	11:08:00	3971.17	3971.19	3970.09	3970.41	260	0	0
2026.07.01	11:09:00	3970.41	3971.59	3970.21	3971.32	289	0	0
2026.07.01	11:10:00	3971.32	3972.20	3970.56	3970.67	267	0	0
2026.07.01	11:11:00	3970.68	3970.74	3969.51	3970.07	235	0	0
2026.07.01	11:12:00	3970.07	3973.22	3969.93	3973.19	295	0	0
2026.07.01	11:13:00	3973.19	3973.60	3972.77	3973.31	316	0	0
2026.07.01	11:14:00	3973.31	3974.28	3972.82	3974.28	256	0	0
2026.07.01	11:15:00	3974.28	3976.04	3974.21	3976.03	308	0	0
2026.07.01	11:16:00	3976.04	3978.94	3976.03	3978.76	322	0	0
2026.07.01	11:17:00	3978.75	3981.86	3978.75	3980.83	443	0	0
2026.07.01	11:18:00	3980.83	3981.92	3980.24	3981.77	473	0	0
2026.07.01	11:19:00	3981.77	3982.98	3981.12	3982.71	334	0	0
2026.07.01	11:20:00	3982.71	3983.44	3982.29	3983.31	347	0	0
2026.07.01	11:21:00	3983.31	3984.51	3980.61	3980.66	405	0	0
2026.07.01	11:22:00	3980.66	3980.86	3978.91	3979.34	359	0	0
2026.07.01	11:23:00	3979.34	3980.53	3979.23	3979.56	283	0	0
2026.07.01	11:24:00	3979.50	3980.57	3979.27	3979.30	216	0	0
2026.07.01	11:25:00	3979.30	3980.17	3978.66	3979.68	276	0	0
2026.07.01	11:26:00	3979.68	3982.28	3979.68	3981.72	301	0	0
2026.07.01	11:27:00	3981.72	3982.43	3981.11	3982.33	315	0	0
2026.07.01	11:28:00	3982.34	3982.35	3979.55	3979.66	280	0	0
2026.07.01	11:29:00	3979.69	3980.11	3978.80	3978.82	289	0	0
2026.07.01	11:30:00	3978.82	3979.73	3978.23	3978.72	320	0	0
2026.07.01	11:31:00	3978.73	3978.77	3977.66	3978.19	269	0	0
2026.07.01	11:32:00	3978.19	3978.70	3977.59	3977.81	247	0	0
2026.07.01	11:33:00	3977.81	3977.86	3975.86	3977.14	278	0	0
2026.07.01	11:34:00	3977.23	3978.35	3977.10	3977.71	248	0	0
2026.07.01	11:35:00	3977.73	3977.86	3976.01	3976.27	208	0	0
2026.07.01	11:36:00	3976.27	3976.31	3973.81	3974.31	219	0	0
2026.07.01	11:37:00	3974.32	3974.91	3973.00	3973.01	264	0	0
2026.07.01	11:38:00	3973.01	3974.35	3972.50	3973.49	302	0	0
2026.07.01	11:39:00	3973.49	3974.53	3972.94	3973.01	255	0	0
2026.07.01	11:40:00	3973.01	3975.46	3972.56	3975.13	257	0	0
2026.07.01	11:41:00	3975.13	3976.64	3974.53	3976.58	243	0	0
2026.07.01	11:42:00	3976.58	3978.52	3976.36	3977.70	215	0	0
2026.07.01	11:43:00	3977.70	3978.65	3977.19	3978.15	184	0	0
2026.07.01	11:44:00	3978.15	3978.27	3976.79	3977.13	205	0	0
2026.07.01	11:45:00	3977.13	3977.23	3976.56	3977.18	196	0	0
2026.07.01	11:46:00	3977.18	3977.34	3976.13	3977.34	222	0	0
2026.07.01	11:47:00	3977.34	3977.37	3976.45	3977.18	176	0	0
2026.07.01	11:48:00	3977.18	3977.49	3975.26	3975.26	258	0	0
2026.07.01	11:49:00	3975.26	3975.41	3974.55	3975.02	261	0	0
2026.07.01	11:50:00	3975.03	3975.71	3974.79	3975.29	254	0	0
2026.07.01	11:51:00	3975.29	3976.07	3974.93	3975.99	245	0	0
2026.07.01	11:52:00	3976.01	3977.37	3975.60	3976.55	252	0	0
2026.07.01	11:53:00	3976.55	3977.15	3975.94	3977.14	235	0	0
2026.07.01	11:54:00	3977.14	3977.47	3976.83	3977.22	323	0	0
2026.07.01	11:55:00	3977.22	3977.38	3976.53	3976.66	342	0	0
2026.07.01	11:56:00	3976.66	3976.72	3974.82	3975.27	245	0	0
2026.07.01	11:57:00	3975.27	3975.32	3973.88	3973.88	200	0	0
2026.07.01	11:58:00	3973.88	3974.48	3971.29	3971.56	277	0	0
2026.07.01	11:59:00	3971.56	3974.59	3971.56	3974.57	183	0	0
2026.07.01	12:00:00	3974.56	3974.63	3972.87	3973.76	279	0	0
2026.07.01	12:01:00	3973.77	3975.64	3973.52	3975.63	258	0	0
2026.07.01	12:02:00	3975.63	3975.78	3974.39	3974.77	207	0	0
2026.07.01	12:03:00	3974.75	3975.98	3974.32	3975.75	267	0	0
2026.07.01	12:04:00	3975.75	3975.84	3975.14	3975.35	220	0	0
2026.07.01	12:05:00	3975.35	3976.37	3974.30	3974.30	276	0	0
2026.07.01	12:06:00	3974.30	3974.80	3972.96	3974.75	214	0	0
2026.07.01	12:07:00	3974.75	3974.75	3973.08	3973.31	169	0	0
2026.07.01	12:08:00	3973.10	3975.76	3973.09	3975.42	313	0	0
2026.07.01	12:09:00	3975.40	3975.40	3973.43	3973.77	257	0	0
2026.07.01	12:10:00	3973.77	3975.36	3973.76	3974.93	251	0	0
2026.07.01	12:11:00	3974.93	3975.41	3974.66	3975.08	247	0	0
2026.07.01	12:12:00	3975.08	3975.76	3974.92	3975.54	260	0	0
2026.07.01	12:13:00	3975.54	3977.53	3975.32	3976.41	306	0	0
2026.07.01	12:14:00	3976.41	3976.69	3975.30	3975.78	302	0	0
2026.07.01	12:15:00	3975.78	3976.11	3975.52	3975.88	215	0	0
2026.07.01	12:16:00	3975.88	3976.73	3975.55	3976.62	221	0	0
2026.07.01	12:17:00	3976.62	3977.50	3976.16	3977.37	248	0	0
2026.07.01	12:18:00	3977.37	3979.86	3977.10	3979.49	296	0	0
2026.07.01	12:19:00	3979.49	3980.42	3978.39	3978.49	257	0	0
2026.07.01	12:20:00	3978.49	3979.53	3978.15	3978.16	206	0	0
2026.07.01	12:21:00	3978.16	3978.67	3977.20	3977.34	210	0	0
2026.07.01	12:22:00	3977.34	3977.98	3976.68	3977.60	216	0	0
2026.07.01	12:23:00	3977.60	3978.21	3977.52	3977.62	198	0	0
2026.07.01	12:24:00	3977.62	3978.64	3977.23	3977.61	205	0	0
2026.07.01	12:25:00	3977.61	3978.26	3976.94	3978.08	240	0	0
2026.07.01	12:26:00	3978.07	3978.48	3977.78	3977.97	279	0	0
2026.07.01	12:27:00	3977.97	3979.07	3977.79	3978.66	252	0	0
2026.07.01	12:28:00	3978.67	3978.68	3977.28	3977.29	189	0	0
2026.07.01	12:29:00	3977.29	3978.94	3977.29	3978.79	278	0	0
2026.07.01	12:30:00	3978.79	3980.05	3977.61	3977.90	349	0	0
2026.07.01	12:31:00	3977.91	3979.78	3977.64	3979.40	257	0	0
2026.07.01	12:32:00	3979.40	3981.25	3979.40	3980.58	251	0	0
2026.07.01	12:33:00	3980.58	3981.29	3980.34	3980.40	240	0	0
2026.07.01	12:34:00	3980.40	3980.71	3980.24	3980.32	200	0	0
2026.07.01	12:35:00	3980.30	3981.18	3980.08	3981.03	221	0	0
2026.07.01	12:36:00	3980.97	3981.27	3980.41	3980.99	187	0	0
2026.07.01	12:37:00	3980.99	3981.29	3980.25	3981.15	221	0	0
2026.07.01	12:38:00	3981.15	3981.68	3980.37	3981.63	185	0	0
2026.07.01	12:39:00	3981.64	3982.48	3981.11	3982.18	214	0	0
2026.07.01	12:40:00	3982.18	3982.60	3980.71	3980.80	262	0	0
2026.07.01	12:41:00	3980.80	3981.46	3980.28	3980.28	160	0	0
2026.07.01	12:42:00	3980.28	3980.79	3980.13	3980.18	204	0	0
2026.07.01	12:43:00	3980.18	3981.82	3979.42	3980.61	216	0	0
2026.07.01	12:44:00	3980.61	3981.77	3980.50	3981.76	217	0	0
2026.07.01	12:45:00	3981.77	3983.33	3981.76	3982.84	256	0	0
2026.07.01	12:46:00	3982.84	3984.21	3982.68	3982.86	192	0	0
2026.07.01	12:47:00	3982.86	3983.60	3982.48	3983.30	211	0	0
2026.07.01	12:48:00	3983.30	3983.97	3983.05	3983.69	210	0	0
2026.07.01	12:49:00	3983.65	3985.77	3983.57	3985.54	292	0	0
2026.07.01	12:50:00	3985.54	3985.54	3984.90	3984.96	262	0	0
2026.07.01	12:51:00	3984.96	3985.40	3983.65	3984.13	289	0	0
